OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2010,HA_90_10,HA_70_90,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,DISAB_ONE,DISAB_TWOMOR,DISAB_ANY,DIS_HEAR,DIS_VIS,DIS_COG,DIS_AMB,DIS_SLFCARE,POP_18OV,DIS_INDPLIV,DIS_UND18,DIS_18_64,DIS_65_75,DIS_75OV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,GlobalID
68,68,Englewood,40222,30654,24369,9597,2.5208919453996,21378,1228,4761,4432,3175,4505,1717,981,579,36.1911111111111,276,1116,19343,167,476,21192,16775,9014,6992,2022,7761,6655,613,6042,3393,722,1678,174,75,232810,4101,3510,1092,486,14178,2946,4534,3765,1039,1493,401,4274,2079,1403,690,528,215,27791.8118466899,17896.8316961362,9189,2420,6769,3883,13072,3494,343,3832,1951,820,334,2278,20,5.76153021094029,627,1564,1623,3428,5830,1945.32027128862,2579,4246,4166,1439,642,1453,767,156,44,124857.954545455,6265,1289,2025,2063,799,89,976.305483028721,7946,2753,1243,7234,6853,1955,2303,2734,5037,946,1336,1840,3126,1276,16113,2012,197,2814,928,1098,6257,Health Care,Administration,Retail Trade,Transportation,Accommodation and Food Service,1333,732,692,580,463,1530,Health Care,Retail Trade,Education,Accommodation and Food Service,Other Service,869,194,111,111,107,Outside of Chicago,The Loop,Near North Side,Near West Side,New City,2645,926,459,289,114,Outside of Chicago,Englewood,Auburn Gresham,South Shore,Chatham,590,72,52,50,48,,,,8110.7386909,,,,,,,,,,1966.25340052496,221.069445295261,0.112431818419863,290.971171422738,0.147982539455522,11.9497462819891,0.00607741925776133,43.0074917240513,0.0218728123814403,176.727744523547,0.0898804520700964,16.783665768202,0.00853586102570555,757.370300077681,0.385184483279457,0,0,44.6798765714885,0.0227233562874245,403.69395886,0.20531125782273,4317,2029,1117,1726,4555,1587,4634,2716,24,319,2373,2581,146,787,1648,1373,597,490,286,1367,1066,206,95,20407,971,20150,1795,810,18355,1218,10,22,85,0,0,16,101,343,178,347,39352,27,318,,,,,,,,,,,,,,,,,,,,,,,,,9649384c-edcc-4da4-ab01-a4c451efd7ea
69,69,Greater Grand Crossing,38619,32602,31471,12756,2.42732831608655,28991,1964,5471,5648,5238,5660,2833,1244,933,38.9323496659243,302,756,27416,73,444,28476,23329,13278,11010,2268,10051,10656,720,9936,5598,866,3141,116,215,388775,4600,5911,1338,769,19700,2242,6005,5600,1553,2793,1507,4671,2722,1868,1603,1190,564,39907.8341013825,24656.0768514367,12618,4688,7930,3290,15908,4585,406,4053,2689,2557,579,990,49,5.72574283460426,256,630,1612,5144,8266,1938.11275102831,2672,6162,4681,1647,746,1533,2286,682,187,185453.216374269,7484,807,2522,3197,902,56,1049.63942307692,11210,2745,1408,10324,9749,2294,2654,3199,5853,1063,1211,1896,3669,1476,21600,2496,329,3167,1200,1157,8128,Health Care,Administration,Retail Trade,Education,Transportation,1765,917,839,825,691,2755,Health Care,Education,Other Service,Wholesale Trade,Retail Trade,659,416,308,282,275,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2657,1693,694,453,177,Outside of Chicago,Greater Grand Crossing,South Shore,Auburn Gresham,Chatham,987,141,119,99,97,,,,9013.3960144,,,,,,,,,,2269.28038351438,370.293884481378,0.163176788188647,324.318204170487,0.142916761862729,20.4397559185993,0.00900715313413353,77.0398710326784,0.0339490314164566,268.677517499285,0.118397673311391,38.8510019683431,0.0171204062092034,994.794720033417,0.438374529326694,0,0,36.8753464312379,0.0162497973803175,137.990081978956,0.0608078591704275,5121,3853,2088,1556,6644,2708,5974,2911,15,226,2670,3529,376,579,2574,1849,490,894,465,3344,2557,463,324,28409,582,27027,942,327,26085,488,20,0,49,42,0,1,171,171,146,276,37779,26,392,,,,,,,,,,,,,,,,,,,,,,,,,e23da066-5c77-453b-8526-cba2c8ee8cb7
70,70,Ashburn,39584,41081,41098,12909,3.14036718568441,42745,1896,9671,8538,8740,8255,3462,1528,655,37.5689096068099,3772,19875,17966,328,804,42206,33868,21576,19390,2167,12292,18589,1349,17240,12565,2065,2115,133,362,662110,1037,4696,4677,3055,28278,5324,9264,5765,2212,3390,2323,1940,2177,2345,2210,3008,1785,78059.9547511312,28909.9752719616,13465,11419,2046,297,13762,12234,247,355,292,357,183,94,0,6.58174904942966,84,492,1119,11464,603,1956.08605135323,616,2361,6993,2791,1001,1419,8730,1128,118,228603.673723537,1958,192,398,701,626,41,1309.75609756098,12541,1264,924,11879,11620,1586,2418,2412,4830,764,1418,1864,2621,1071,31960,1933,370,2550,958,952,15680,Health Care,Education,Retail Trade,Manufacturing,Public Administration,2381,1951,1571,1353,1305,4185,Retail Trade,Utilities,Health Care,Manufacturing,Accommodation and Food Service,817,776,649,529,322,Outside of Chicago,The Loop,Near West Side,Near North Side,Ashburn,6706,3577,807,723,233,Outside of Chicago,Ashburn,Chicago Lawn,Auburn Gresham,Gage Park,2455,233,127,101,59,,,,16825.0506539,,,,,,,,,,3109.72031317428,1267.8147463673,0.407694139243399,41.0736706270288,0.0132081558759548,9.49383591709058,0.0030529549158714,125.008777455662,0.0401993635652906,166.9634362309,0.0536908208508534,130.6966784931,0.0420284351423521,1072.78958390501,0.344979443765458,0,0,259.92550053257,0.0835848482679936,35.9540836456184,0.0115618383728271,3295,3084,2505,4581,9860,1253,3605,1379,37,18,1324,2571,344,329,1898,2345,754,466,1125,6981,4454,2100,427,35093,7652,40849,17140,5878,23709,15544,137,76,129,527,0,99,451,177,14546,6674,17045,408,911,,,,,,,,,,,,,,,,,,,,,,,,,6fd0ce87-0cf3-4d92-b71d-ce4f5e944b7d
71,71,Auburn Gresham,55928,48743,44878,18071,2.47661999889325,46468,3398,8657,9199,7951,8682,4446,3236,899,38.3143622363575,491,1569,43254,368,786,46394,36544,20726,16742,3984,15818,16042,1389,14653,9218,1490,3388,263,294,569450,5364,7969,3306,1285,31229,4922,10408,8166,2657,3132,1944,5912,4264,2788,1572,2143,1245,41000,23557.4434664716,17924,8342,9582,3057,20981,8718,393,3836,2771,2484,879,1847,53,5.87772785622593,480,1738,2652,8189,7922,1949.18305327136,3968,5920,7613,2183,1297,2888,4719,635,43,175073.902027027,9056,1479,3057,2922,1489,109,999.090909090909,15486,3533,2438,14076,13434,3848,3898,5255,9153,963,2169,3241,5236,2531,35367,4307,472,4925,1492,2264,13756,Health Care,Administration,Education,Transportation,Retail Trade,2912,1476,1411,1329,1295,2225,Retail Trade,Accommodation and Food Service,Health Care,Education,Other Service,675,376,241,156,140,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,4996,2958,1128,779,229,Outside of Chicago,Auburn Gresham,South Shore,Austin,Roseland,973,160,69,52,45,,,,11009.949071,,,,,,,,,,2411.91092669597,794.701369949825,0.329490347737871,316.577914695877,0.131256055599678,21.008492004753,0.00871031005839514,94.8614658550084,0.0393304183852914,108.703824186437,0.0450695848603945,52.8757739038286,0.0219227722378049,833.83751216651,0.345716544892795,0,0,59.5393333556363,0.0246855440209801,129.805240578093,0.0538184222067897,6640,4607,3334,3343,10635,3411,7289,3966,252,391,3323,5166,705,1121,3340,2717,1008,982,727,4934,3602,1130,202,44917,1551,43070,2124,885,40946,1488,17,270,20,41,0,10,155,123,237,347,54862,45,437,,,,,,,,,,,,,,,,,,,,,,,,,38c9b460-6692-4c97-8331-832ebb293f8f
72,72,Beverly,21992,20034,20027,7691,2.59758158887011,19781,1188,3509,3041,3438,4732,2489,1109,275,43.412273476112,10991,1392,6487,176,735,19756,15977,10497,9717,780,5480,9588,1203,8385,5941,452,1627,234,131,265990,274,2764,3235,1139,13927,417,1771,2337,1153,4130,4119,453,657,790,736,1598,3178,131169.757489301,64719.1725393054,7412,6401,1011,657,8069,6316,151,438,338,480,254,83,9,7.38888888888889,37,180,368,3657,3827,1941.40868974881,673,1211,3213,1972,1000,479,1693,2935,1263,364276.649746193,975,0,404,439,100,32,1064.82919254658,7232,281,180,7104,7042,308,1252,830,2082,819,196,708,862,175,15510,760,218,798,529,537,9339,Education,Health Care,Public Administration,Professional,Retail Trade,1663,1312,1123,735,627,5015,Transportation,Professional,Accommodation and Food Service,Retail Trade,Health Care,1471,882,532,436,389,Outside of Chicago,The Loop,Near North Side,Near West Side,Beverly,3491,3033,479,471,291,Outside of Chicago,Beverly,Auburn Gresham,South Shore,Roseland,2690,291,104,102,98,,,,16576.7336918,,,,,,,,,,2038.05253937406,1046.4635793954,0.513462513442756,58.1871494292881,0.028550367718763,10.0604619050764,0.00493631136131861,66.1880773128392,0.032476138879701,42.7687082869178,0.0209850862333771,0.543742464002542,0.000266795116169841,548.619650563902,0.269188178403093,0,0,257.602144333213,0.126396223530297,7.61902568342398,0.00373838531452382,1903,2573,1225,1711,5130,307,2282,329,0,0,329,720,42,67,611,790,252,181,357,5502,4179,924,399,19062,719,18593,1237,79,17356,581,39,75,28,67,25,57,365,0,13814,643,7006,121,408,,,,,,,,,,,,,,,,,,,,,,,,,9fcc02aa-cc31-40d1-abb1-34a1cba2d00a
73,73,Washington Heights,29843,26493,25065,9538,2.61071503459845,26456,1249,5095,4856,4749,5371,2339,1601,1196,42.9390581717452,389,249,25473,24,321,26237,21662,12645,11073,1572,9017,10817,1038,9779,6292,331,2417,153,586,393830,1611,3981,3134,852,18279,1842,4682,4821,1797,2984,2153,1899,1716,1734,1565,1682,982,66796.875,29673.1723238585,9578,6849,2729,1147,10725,7943,266,578,813,527,191,407,0,6.53796535200885,153,570,854,6445,2703,1952.48804780877,619,2420,4511,2485,690,2668,3666,424,86,173445.273631841,2596,81,869,1052,566,28,1131.41993957704,8676,1438,902,8220,7924,1358,2296,2685,4981,834,1223,1804,3390,1300,20879,2182,109,2119,973,1780,8723,Health Care,Education,Administration,Retail Trade,Transportation,1737,1167,836,802,796,1426,Health Care,Retail Trade,Accommodation and Food Service,Administration,Other Service,476,302,157,100,97,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2921,2304,757,497,177,Outside of Chicago,Washington Heights,Auburn Gresham,Roseland,West Englewood,671,95,58,43,41,,,,13886.6921613,,,,,,,,,,1828.13873540576,801.973349704188,0.438682980767425,69.9962068884457,0.0382882357519272,9.3068604674884,0.00509089397168905,54.3106334144054,0.0297081574623226,86.206128642776,0.0471551348774646,36.0378630971875,0.019712871019709,679.802771490594,0.371855132394923,0,0,48.6128313837682,0.0265914344695391,41.892090316903,0.0229151592850009,2775,3176,1541,2086,6453,926,3125,1201,0,38,1163,2093,424,285,1384,1706,680,607,419,4168,3130,843,195,26162,294,25207,901,77,24306,191,1,15,0,0,0,63,517,114,193,231,29108,9,302,,,,,,,,,,,,,,,,,,,,,,,,,9e34a0ed-945b-4550-99e4-713be47cd4c7
74,74,Mount Greenwood,18820,19093,18628,6850,2.66861313868613,19121,1254,4336,2793,4014,4082,1580,664,398,39.4366993217784,16053,1836,337,199,696,18549,14624,9537,8952,585,5087,8797,648,8149,7232,367,367,125,58,259800,334,2624,3217,994,12567,517,2593,3061,1220,2974,2202,607,747,960,715,1703,2437,113327.73512476,47743.720778202,7169,5955,1214,294,7463,6288,31,154,218,50,100,591,31,6.76067615658363,259,394,889,5115,806,1954.79978925184,717,1197,3424,1756,369,448,2721,2478,308,293199.573863636,1175,20,160,588,265,142,1375.3453038674,6570,284,599,6553,6430,616,1243,849,2092,634,294,574,1013,459,14241,848,65,1088,353,586,9529,Public Administration,Education,Health Care,Retail Trade,Professional,1980,1819,1046,681,560,2699,Education,Retail Trade,Health Care,Accommodation and Food Service,Administration,1200,443,290,214,176,Outside of Chicago,The Loop,Near West Side,Near North Side,Mount Greenwood,4087,3501,299,291,228,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Ashburn,1735,228,89,59,37,,,,16990.8409659,,,,,,,,,,1735.15642746142,749.265428044498,0.431814340301695,19.7626817429503,0.0113895677820032,7.11772160586665,0.00410206336052368,38.2921688125753,0.0220684246137957,522.51368293833,0.301133474001985,0.777821730576201,0.000448271820491813,364.657297419332,0.210158168824488,0,0,30.3747390439014,0.0175054759116678,2.39488612338828,0.00138021338335015,2449,1781,1112,1827,4422,339,2747,423,20,0,403,809,71,217,521,960,432,274,254,4829,3472,1107,250,18644,477,17867,1072,220,16795,646,245,8,0,0,20,8,145,0,17127,723,672,61,237,,,,,,,,,,,,,,,,,,,,,,,,,a66a2ef5-1e97-4829-824b-5d56d13e83e8
75,75,Morgan Park,25226,22544,21186,8175,2.52428134556575,20723.917383821,1229.63511187608,4032.10843373494,3037.84337349398,4167.72805507745,3947.54905335628,2040.63511187608,1363.23235800344,905.185886402754,43.0137132604238,6214.98967297762,833.626506024096,12589.0533562823,211,875.247848537005,20295.3605947955,16136.79376703,9719.70384877384,8849.3651226158,870.338726158038,6417.08991825613,8675.25936648501,1238.27588555858,7436.98348092643,5626.18801089918,771.469005449591,822.142540871935,45.0751021798365,172.108821525886,260622.922343324,951.017667844523,4123.77542206518,2416.05418138987,924.583038869258,14724.8330464716,975.139414802065,2769.12220309811,4077.68846815835,1011.46471600688,3154.34079173838,2737.07745266781,1559.04089219331,1769.88475836431,1023.65427509294,1135.8029739777,1364.8029739777,1560.71375464684,71682.5636538136,39283.4930911227,8413.89962825279,5989.32871972318,2424.89619377163,565,8979.22491349481,6439.79930795848,530,541,391,383.553633217993,139.560553633218,554.186851211073,0.124567474048443,6.62012292952929,99,642.124567474048,714.339100346021,4932.76124567474,2591,1952.86197028738,630.121107266436,2164.77162629758,3990.80276816609,1749.52941176471,444,1515.27881040892,2844.85501858736,1362,249,223544.468002009,2273.76579925651,190,356.446096654275,661.843866171004,851.475836431227,214,1434.126325464,7592.12639405204,787.338289962825,821.773234200743,7518.38289962825,7192.38289962825,895.516728624535,1215.6621253406,1376.63760217984,2592.29972752044,579.392370572207,524.409230245232,539.587023160763,1503.68051771117,587.306539509537,15343.4381811989,1409.56096730245,102.116485013624,1091.81079700272,590.203848773842,808.168596730245,8635,Health Care,Education,Public Administration,Retail Trade,Administration,1480,1449,1000,687,596,3247,Health Care,Retail Trade,Accommodation and Food Service,Professional,Administration,1296,589,357,253,232,Outside of Chicago,The Loop,Near North Side,Near West Side,Morgan Park,3456,2506,437,405,163,Outside of Chicago,Morgan Park,Mount Greenwood,Auburn Gresham,Beverly,1876,163,88,86,86,,,,14352.2519374,,,,,,,,,,2109.16858241769,906.589085377887,0.429832443425972,69.3141578949302,0.0328632611317759,6.79666820314185,0.00322243952418019,101.195097015727,0.0479786669777383,182.756249470176,0.0866484789284541,63.5649329517277,0.0301374358984926,645.749445289316,0.306163030623711,0,0,68.1119182983788,0.0322932547289813,65.0910279164033,0.030860988760695,3219.31226765799,2444.57620817844,1281.35687732342,1468.65427509294,4913.93308550186,577.624535315985,3499.96654275093,864.221829603455,0.0659599528857479,0.021986650961916,864.133882999607,2184.29603455045,394.304672163329,299.603062426384,1490.38829996074,993.61758932077,470.496270121712,351.449155869651,171.672163329407,4031.95249312917,2885.17667844523,932.722418531606,214.053396152336,20052.8467302452,674.781675749319,19498.2452316076,864.969516348774,142.495061307902,18633.2757152589,464.623126702997,8.12568119891008,4,16,0.00919618528610354,0,128,209.110354223433,35.1011580381471,7510,533,16816,83,284,,,,,,,,,,,,,,,,,,,,,,,,,63a1a6c7-e7ed-4507-9019-fcf3bd6e3a73
76,76,O'Hare,11665,12756,13418,6158,2.17716791165963,13996.9871589085,983.369716425896,1496.40021401819,4050.58962011771,2959.35580524345,2588.72177635099,1226.42696629213,474.211342964152,217.911717495987,37.7494841628732,8644.52113429642,1757.97271268058,951,2104.77528089888,538.718031032638,14044,11795.7009646302,8680.42872454448,8241.07502679528,382.353697749196,3115.27224008575,7952.4793676313,741.177920685959,7211.30144694534,5016.17524115756,692.831457663451,1284.50777063237,75.1251339764201,142.661843515541,213781.371918542,538,3558.81818181818,1957,663.909090909091,10721.9133226324,857.453183520599,2569.46602461209,2324.1316211878,547.043873729267,2821.22846441948,1602.59015516319,794.5,1275.83333333333,1553.5,822.833333333333,1503,749.5,69948.321735571,40589.5082908808,6699.16666666667,2657.68577728776,4037.33958103638,233.5,6928.40573318633,818.514884233738,130.185226019846,362.048511576626,428,2039.4388092613,207.428886438809,2942.78941565601,0,4.53865728568716,20.8974641675854,1135.27783902977,3523.21830209482,2133.01212789416,116,1974.63252795565,2288.70121278942,3405.26791620728,1114.05181918412,107.267916207277,13.1168687982359,508,1117.5,801.833333333333,232.5,242452.267303103,3953.5,0,194.333333333333,2455.83333333333,1238.33333333333,65,1374.53421935163,6246.66666666667,504.333333333333,452.5,6017.83333333333,5883.83333333333,681.333333333333,529.156216505895,506.641211146838,1035.79742765273,306.670150053591,193.184083601286,348.854233654877,584.111736334405,143.912111468382,11651.325562701,389.648445873526,30.7725080385852,477.273043944266,187.434351554126,340.317524115756,4828,Health Care,Retail Trade,Professional,Transportation,Administration,586,471,456,433,366,43207,Transportation,Administration,Accommodation and Food Service,Professional,Finance,24564,2880,2870,2020,1820,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2703,706,369,196,129,Outside of Chicago,Portage Park,Lake View,Logan Square,Austin,30472,609,577,561,531,,,,13707.1896281,,,,,,,,,,8536.76011497043,97.3382311258156,0.011402245092388,134.126573864825,0.0157116484542672,0,0,139.83095804768,0.0163798626369349,49.5267275425318,0.00580158360730783,32.7877403965755,0.00384077096638542,6628.69978228351,0.776488936436101,0,0,1454.10692496658,0.170334752925363,0.343176742901964,4.01998812523916E-05,2558.16666666667,2251,1058,832,3730.83333333333,332.833333333333,2968.33333333333,562.363636363636,14,18,530.363636363636,1442.45454545455,84,153.272727272727,1205.18181818182,1488,250.636363636364,689.454545454545,547.909090909091,3106.36363636364,2533.72727272727,534.181818181818,38.4545454545455,5629.03885316184,8394.5206323687,13044.6607717042,9114.0026795284,4551.3011789925,3930.65809217578,994.643354769561,4366.97025723473,107,151.904876741693,633.59780278671,43,955,1317.88638799571,544,9486,761,249,864,305,,,,,,,,,,,,,,,,,,,,,,,,,a197b4f3-5a9f-4d89-b972-d4c561f9f6c9
77,37,Fuller Park,3420,2876,2567,1140,2.24649122807018,2219.40963855422,102.21686746988,483.939759036145,290.132530120482,288.361445783133,404.746987951807,530.542168674699,108.566265060241,10.9036144578313,44.2511774536615,66,245.518072289157,1839.15662650602,24.7349397590361,44,2202.91754756871,1875.44405182568,723.852767962309,501.090694935218,222.762073027091,1151.59128386337,441.327444051826,22.0624263839812,419.265017667845,217.66902237927,99.9481743227326,82.5253239104829,18.4617196702002,0.660777385159011,11583.4393404005,663.416557161629,307.822601839685,142.298948751643,30.9382391590013,1529.50602409639,373.409638554217,508.204819277108,389.650602409639,103.409638554217,110.674698795181,44.1566265060241,801.505285412262,181.016913319239,41.845665961945,33.8498942917548,79.3340380549683,7.24101479915433,15358.6872957909,14830.7976830917,1144.79281183932,196.393258426966,946.367041198502,390.329809725159,1532.82771535581,210.591760299625,155.333333333333,388.692883895131,150.262172284644,33.0711610486891,8.87640449438202,565,21,4.77868637683691,61.7303370786517,206.464419475655,191.071161048689,637.752808988764,435.808988764045,1962.36178119703,647.850187265918,256.524344569288,471.494382022472,104.958801498127,52,95.9556025369979,93.0126849894292,6.76109936575053,1.6384778012685,159744.035034733,916.424947145877,410.752642706131,327.488372093023,118.862579281184,59.3213530655391,0,529.296191893091,911.365750528541,185.492600422833,233.427061310782,903.365750528541,858.202959830867,241.427061310782,207.605418138987,412.825677267373,620.43109540636,158.283863368669,92.8810365135454,247.764428739694,388.846878680801,165.383981154299,1785.68197879859,232.345111896349,48,248.147232037691,269.762073027091,54.5217903415783,741,Health Care,Administration,Education,Retail Trade,Accommodation and Food Service,168,80,67,60,52,831,Manufacturing,Wholesale Trade,Health Care,Accommodation and Food Service,Retail Trade,251,217,194,80,74,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,267,140,55,42,26,Outside of Chicago,South Shore,South Lawndale,Bridgeport,Austin,447,21,20,17,15,,,,6843.5370224,,,,,,,,,,457.211171582363,27.166080976547,0.0594169229997767,26.5845130606441,0.0581449332671328,1.25141729376396,0.00273706630884133,17.8621907942094,0.0390677041691482,19.8164755050019,0.0433420632230376,34.9648212394056,0.0764741183344138,262.820780950855,0.574834556297603,0,0,12.8174600631454,0.0280340045471448,53.9274316987908,0.117948630852902,684.135306553911,196.45665961945,112.431289640592,151.76955602537,436.657505285412,124.598308668076,708.135306553911,601.102496714849,38,219,344.102496714849,308.911300919842,51.5584756898817,56.4126149802891,200.940210249671,42.9546649145861,7.80486202365309,0.459921156373193,34.6898817345598,105.013140604468,83.2207621550591,21.3160315374507,0.47634691195795,2089.80683156655,143.10011778563,2128.73969375736,146.805653710247,46.5583038869258,1981.93404004711,123.588928150766,5.06595995288575,10.150765606596,0,0,0,0,8,0,18,116,3225,6,55,,,,,,,,,,,,,,,,,,,,,,,,,9b9e55b2-ebd7-4ef7-8e38-96c9af1c65ef
