OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2010,HA_90_10,HA_70_90,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,DISAB_ONE,DISAB_TWOMOR,DISAB_ANY,DIS_HEAR,DIS_VIS,DIS_COG,DIS_AMB,DIS_SLFCARE,POP_18OV,DIS_INDPLIV,DIS_UND18,DIS_18_64,DIS_65_75,DIS_75OV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,GlobalID
23,22,Logan Square,82715,72791,71665,32097,2.22182758513257,71252,4438,8182,27729,17288,7991,3468,1301,855,32.9366535605068,36477,24754,4016,3219,2786,70822,60715.5070262059,48185.0957083175,46019.9077098367,2107.18799848082,12530.4113178883,45366.8735282947,11091.6847702241,34275.1887580706,16619.6114698063,2436.64830991265,12044.0364603114,2596.1025446259,578.789973414356,1137826.96923661,6742.82973621103,17009.1558752998,6294.18545163869,1772.64268585132,53675,4313,8304,5838,2603,19809,12808,3969,3817,4478,3983,5943,9590,97759.2267135325,62531.645553809,31780,11999,19781,3145,34925,5255,1004,6175,9285,5611,1972,5485,138,5.31251634841747,2470,4165,2650,4091,21549,1930.51812149056,8769,13693,8383,2986,1094,386,990,3967,6011,526274.386406545,19435,989,1797,5145,9058,2446,1666.15513392857,30068,1143,1712,29892,29218,1888,2640.26737561717,1592.61412837068,4232.88150398785,730.301557159134,880.61412837068,2075.15381693885,1550.44929737942,591.886441321686,59376.4215723509,1425.28446638815,298,2607.66540068363,736.329661982529,590.886441321686,33682,Professional,Health Care,Finance,Retail Trade,Education,5107,3911,3082,2844,2810,15797,Retail Trade,Accommodation and Food Service,Health Care,Transportation,Administration,3473,2074,1856,1626,1550,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,10817,7775,3418,2654,1296,Outside of Chicago,Logan Square,West Town,Belmont Cragin,Lake View,6506,1233,581,483,478,,,,9776.3080645,,,,,,,,,,2296.97330428815,304.003820397287,0.132349740342978,618.969358495425,0.269471724960795,77.0734203728977,0.0335543387591888,194.522781756528,0.084686566184021,68.7370494103889,0.0299250536704392,95.8314280916314,0.0417207409040091,858.74517498295,0.373859449467604,0,0,44.1331005946925,0.0192135888180772,34.9571701863462,0.0152187968928876,11246,11434,4343,4757,13796,1616,17984,2416.80335731415,0,170.428457234213,2246.37490007994,4787.12470023981,278,549,3960.12470023981,4410.49960031974,405,1682,2323.49960031974,19442.7969624301,11724.0951239009,5611.27418065548,2107.4276578737,60234.6498290923,11149.6372958602,66949.8598556779,21215.9840486137,8733,45733.8758070642,17466.2221800228,1017.65932396506,342,186,144,292,291,1355.1025446259,122,21742,53833,4290,1087,1763,,,,,,,,,,,,,,,,,,,,,,,,,bfce2c79-a5c4-4423-9b78-6fff4f1731ac
24,23,Humboldt Park,65836,56323,54165,19072,2.82162332214765,55416,3585,12688,13210,11778,8935,3505,1323,392,32.8337808152307,6527,27617,19155,1232,885,55066,42670,27753,24887,2866,14917,24447,2278,22169,12939,2761,4907,1306,256,790980,4688,7652,4449,1974,35545,8415,10397,6102,2248,4612,3771,4698,4507,3330,1921,2276,2031,51104.50563204,25358.1125487224,18763,7443,11320,1695,20458,4740,295,6856,4751,1865,784,1116,51,5.68284656519951,578,1506,1992,3892,12490,1930.94875900721,2854,7280,7103,1728,1493,1411,2915,2022,1095,269895.418326693,10843,553,2644,4502,2853,291,1194.99474053296,17423,3065,1340,15775,15202,2988,3556,3731,7287,1309,1916,3101,3468,1421,40599,3291,608,4382,1353,944,16605,Health Care,Retail Trade,Administration,Manufacturing,Accommodation and Food Service,2632,2075,1772,1524,1333,9189,Professional,Manufacturing,Health Care,Retail Trade,Wholesale Trade,1875,1379,1315,1142,585,Outside of Chicago,The Loop,Near North Side,West Town,Near West Side,6752,2179,1158,892,884,Outside of Chicago,Humboldt Park,Austin,West Town,Belmont Cragin,4193,460,309,307,265,,,,10856.0374099,,,,,,,,,,2306.70166440189,280.953837741085,0.121798948722714,423.877742697136,0.183759239106911,37.5555806738622,0.016281074077952,137.1872948719,0.0594733584273336,115.003667576181,0.0498563248776262,321.419091026845,0.139341422424554,823.749462229598,0.357111400638449,0,0,20.1679073328855,0.00874317977228102,146.787080252393,0.0636350519521794,5110,5084,3321,5248,12040,3546,6723,3120,0,81,3039,5452,611,719,4122,3220,994,1130,1096,6154,3948,1677,529,45306,10110,51831,23020,9183,28811,21767,195,210,106,65,0,15,300,362,2184,31607,31207,239,599,,,,,,,,,,,,,,,,,,,,,,,,,70a8b171-c4b9-4202-bfc3-7c5c29304634
25,24,West Town,87435,82236,87781,42920,2.03352749301025,86482,5456,6547,38848,20850,9124,3375,1602,680,32.7166346615458,54549,17151,5386,4894,4502,85894,75721.4929737942,63097.9042916825,60892.0922901633,2191.81200151918,12623.5886821117,60342.1264717053,15895.3152297759,44446.8112419294,21188.3885301937,2510.35169008735,14013.9635396886,5324.8974553741,1409.21002658564,1323383.03076339,8283.17026378897,22593.8441247002,8834.81454836131,1282.35731414868,69386,3540,5901,5888,2818,32148,19091,4031,2975,4522,5238,6273,17994,128716.672291596,82088.2844175667,41033,17023,24010,2995,44028,4650,1490,5590,14123,9781,2607,5627,160,4.99651961245414,4197,12003,3562,4448,19818,1956.5671641791,8811,19871,11302,2856,1188,389,1253,4319,10386,585929.004194501,23575,1030,1421,4156,11307,5661,1910.43416257328,39513,1245,1520,38975,37947,2058,2281.73262438283,2509.38587162932,4791.11849601215,804.698442840866,1164.38587162932,2467.84618306115,2081.55070262059,1001.11355867831,74734.5784276491,2019.71553361185,220,2857.33459931637,829.670338017471,884.113558678314,44541,Professional,Health Care,Finance,Education,Administration,7916,5425,4526,3567,3292,38461,Administration,Health Care,Accommodation and Food Service,Professional,Retail Trade,8583,4877,3927,3464,3430,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,13392,11519,5328,4296,2655,Outside of Chicago,West Town,Logan Square,Lake View,Humboldt Park,17597,2655,1296,946,892,,,,10279.2963687,,,,,,,,,,2928.3873587064,249.47192212464,0.0851908888975819,691.413885413684,0.236107386325801,143.22056763392,0.0489076580692478,151.065869932205,0.0515867101676525,130.711739209083,0.0446360823203472,191.482203760716,0.0653882769953297,1057.9552569882,0.361275721889316,0,0,249.424036017747,0.0851745365162101,63.6418776262047,0.0217327388185141,14058,17293,5822,3860,16551,1581,24482,2697.19664268585,157,203.571542765787,2336.62509992006,3610.87529976019,223,264,3123.87529976019,4475.50039968026,398,1370,2707.50039968026,29384.2030375699,17280.9048760991,9021.72581934453,3081.5723421263,75800.3501709077,10549.3627041398,80890.1401443221,18213.0159513863,6410,62677.1241929358,11404.7778199772,2967.34067603494,589,258,154,288,418,1913.8974553741,220,34445,40966,7979,1510,2535,,,,,,,,,,,,,,,,,,,,,,,,,137b75c1-1618-42b8-8bce-d08e929c4d8b
26,25,Austin,117527,98514,96557,35864,2.6623076065135,100120,6266,20836,19923,19973,18140,9108,4203,1671,37.2528206650831,5376,19464,72901,648,1731,99054,78102,44713,38210,6503,33389,37281,2217,35064,21224,3617,8820,877,526,1299540,10902,14168,7155,3377,66394,11762,24304,15668,5036,5284,4340,12515,7962,5147,3090,3862,3026,40085.7687420584,23402.8429584499,35602,14409,21193,3745,39347,10036,842,11353,7849,3090,2021,4029,127,5.73571428571429,316,1922,3915,12982,20212,1938.66787057194,7811,13339,11902,4232,2063,2603,7173,3845,582,242994.731643069,20383,1818,6233,8959,3288,85,1101.58029612756,31537,6570,4065,29762,28156,5840,8538,9038,17576,3901,4520,6759,10549,4078,74847,6451,987,9927,3262,3400,30801,Health Care,Administration,Retail Trade,Transportation,Education,5909,3447,3342,2643,2542,11770,Health Care,Manufacturing,Retail Trade,Wholesale Trade,Administration,2194,2150,2070,1116,875,Outside of Chicago,The Loop,Near North Side,Near West Side,Austin,14363,4739,1954,1532,864,Outside of Chicago,Austin,Belmont Cragin,Humboldt Park,West Town,6024,864,250,210,209,,,,10645.2048377,,,,,,,,,,4574.24304602475,951.624002852738,0.2080396676079,783.828278261654,0.171356937175177,60.6432419983562,0.0132575469620177,201.191303787281,0.0439835185325639,210.648039364963,0.0460509066189709,471.024648283324,0.102973244653598,1470.87016763095,0.321554878661117,0,0,200.624579466244,0.0438596238651108,223.788784379241,0.0489236759235444,12216,8905,5635,8846,21928,5639,13674,8407,123,272,8012,10162,805,1741,7616,5058,1229,1772,2057,9822,7033,2019,770,92046,8074,93854,15965,6122,77889,14044,501,0,84,83,48,256,617,332,5662,4841,105369,642,1013,,,,,,,,,,,,,,,,,,,,,,,,,d78e31f7-9b36-475a-9085-ef8c3148d65c
27,26,West Garfield Park,23019,18001,17433,6573,2.59318423855165,16374,1105,3258,3726,2676,3404,1261,702,242,35.5450500556174,347,880,15047,12,88,16078,12905,6820,5402,1357,6085,5303,420,4883,2862,271,1480,155,115,176445,2285,2247,962,416,10776,2748,3722,2871,596,566,273,2493,1433,814,431,466,273,36360.2941176471,18502.5916086479,5910,1653,4257,1641,7551,858,123,2847,2064,466,226,958,9,5.81144306651635,251,586,764,2056,3894,1938.47842835131,1547,1920,3124,656,304,492,830,268,63,201871.25748503,4062,478,1211,1649,715,9,1096.61016949153,5003,1193,907,4735,4542,1175,1624,2089,3713,612,810,1640,2301,770,12375,1662,357,2258,459,639,4759,Health Care,Administration,Retail Trade,Transportation,Education,957,579,526,434,381,3124,Administration,Retail Trade,Manufacturing,Health Care,Construction,1543,415,377,243,208,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,1962,666,315,292,129,Outside of Chicago,West Town,Austin,Lake View,Near North Side,1810,90,81,78,63,,,,10370.7525001,,,,,,,,,,828.571435132102,49.4917445624143,0.0597314153782331,183.130363791941,0.221019402826436,8.84795826695991,0.0106785702376395,35.6591744923049,0.0430369343913233,42.4232227152982,0.0512004408027106,39.2378326330942,0.0473560045270429,333.629498798181,0.402656288464722,0,0,6.66389372573869,0.00804263029496816,129.487746146171,0.156278313076924,2175,1404,1009,1322,3462,1093,2448,1813,20,77,1716,1712,88,310,1314,803,205,191,407,1170,955,146,69,16083,291,15269,743,260,14526,713,0,0,0,0,0,0,19,11,133,201,22564,18,103,,,,,,,,,,,,,,,,,,,,,,,,,8a23e98c-b635-49e7-94ca-b4accb0f0b89
28,27,East Garfield Park,20881,20567,19992,7828,2.50114971895759,19901,1306,4573,4501,4233,3172,1328,594,194,33.2029288702929,1136,1547,16672,35,511,19310,15186,8598,7116,1482,6588,6959,417,6542,3546,773,1739,216,268,229770,2954,3097,945,388,12431,2433,3619,2992,823,1722,842,3227,1602,678,662,667,548,31762.4020887728,20343.3516406211,7384,1994,5390,1237,8621,874,448,2462,2354,939,370,1138,36,5.42318925233645,293,1469,1286,1509,4064,1943.95666131621,1928,2337,3240,776,340,309,1037,521,127,248284.31372549,5100,903,1107,1862,1199,29,1116.78200692042,6702,1459,682,5996,5777,1388,1640,1885,3525,443,995,1494,2345,632,14334,1289,381,2058,553,533,6346,Health Care,Retail Trade,Administration,Education,Transportation,1188,715,670,560,501,3955,Health Care,Professional,Construction,Retail Trade,Administration,910,596,570,442,407,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2385,1121,474,457,204,Outside of Chicago,Austin,West Town,East Garfield Park,Lake View,1720,120,101,93,90,,,,7817.803425,,,,,,,,,,1236.9731985496,58.4730594372752,0.0472710803320856,205.282399340317,0.165955414055065,8.55604388548215,0.00691691937668046,38.9298077136685,0.0314718279743774,85.0545662462841,0.0687602337269828,78.7668660966946,0.063677100028563,411.437550317539,0.332616382311246,0,0,183.079235979844,0.148005822757123,167.393669532497,0.135325219437876,2876,1770,1117,1621,4204,1797,3180,2128,109,247,1772,2022,153,224,1645,652,151,227,274,1827,1138,536,153,19566,335,18595,1024,230,17571,835,53,32,5,0,0,6,28,65,235,207,20296,25,118,,,,,,,,,,,,,,,,,,,,,,,,,75e6e474-ae46-406f-b85f-829234d7e3e4
29,28,Near West Side,46419,54881,67881,33918,1.87979833716611,65581,3478,8312,27135,14750,7596,2781,1038,491,32.04332947754,28448,6727,15959,11591,2856,61162,57147,42797,40148,2618,14350,39721,8771,30950,12188,1281,7192,9578,711,815395,11112,16507,4380,430,47504,2554,4607,5127,2077,17142,15997,5795,3617,2739,3141,5659,11478,106954.915560917,72602.2477241884,32429,11981,20448,3480,35909,1281,2598,1939,3589,2202,831,23460,9,3.83616808404202,5216,14674,5551,3202,7266,1996.2495963836,16236,12512,5196,1589,376,136,1982,5602,4137,421700.174825175,19980,2243,1791,1656,8418,5872,2094.60523725143,31155,1823,1274,30809,28819,1620,3235,2735,5970,843,1737,3061,2794,1083,56298,2155,275,3874,977,844,28792,Professional,Health Care,Finance,Education,Administration,5271,3998,3298,2663,2205,131583,Health Care,Professional,Education,Finance,Administration,22228,19749,15031,14260,14102,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,8345,8334,4485,2833,554,Outside of Chicago,Near West Side,West Town,Lake View,Near North Side,66945,4485,4296,4284,4071,,,,8365.5314308,,,,,,,,,,3638.41728392898,151.157647168736,0.0415448903665902,375.909478445038,0.103316758114976,46.7026836682902,0.012835988844539,410.595610724451,0.112850060529909,540.376074648819,0.148519543658634,274.201710872688,0.0753629090549473,1564.49212962971,0.42999249606144,0,0,56.0452650134255,0.0154037485642396,218.936683757827,0.0601736048047259,15370,10978,3402,2679,11979,1724,20450,4141,103,489,3549,4260,473,528,3259,2623,324,369,1930,20209,11149,6473,2587,54308,11273,62103,16052,3772,46051,4958,1486,2611,206,379,464,1833,3874,241,11731,4415,24546,4861,866,,,,,,,,,,,,,,,,,,,,,,,,,8e7b2465-704d-43c8-b41b-946abfe2077e
30,29,North Lawndale,41768,35912,34794,12838,2.66451160616919,30409,1830,6949,6744,6052,5095,2309,973,457,34.3120950323974,1618,4433,23633,59,666,29508,23433,12537,10627,1910,10896,10409,700,9709,5963,794,2469,172,311,380200,4305,4795,1645,1046,19635,4034,5805,5108,1689,1898,1101,4985,2445,1662,1015,1050,634,33334.4283837057,21201.0941497583,11791,2870,8921,2834,14625,1632,268,4309,5056,2001,413,847,99,5.50057630244352,615,2188,2385,3327,6110,1952.06945765937,1655,5396,6079,1063,432,796,1265,712,97,217098.86547812,8697,1206,1911,3637,1807,136,1151.73730901922,10389,2532,1402,9408,8934,2383,3051,2879,5930,721,1512,2531,3275,1179,22351,2057,599,3442,954,935,9778,Health Care,Administration,Retail Trade,Transportation,Education,2016,1170,1035,826,746,7346,Health Care,Manufacturing,Education,Professional,Retail Trade,2404,1314,1130,452,334,Outside of Chicago,The Loop,Near North Side,Near West Side,North Lawndale,4011,1466,735,567,263,Outside of Chicago,North Lawndale,Austin,South Lawndale,Chicago Lawn,3237,263,227,222,141,,,,9708.8723865,,,,,,,,,,2054.32698057516,110.696368122914,0.0538844931549901,347.308820051047,0.169062093490983,19.2216523869369,0.00935666647456252,68.3600030197707,0.0332761063190785,140.043750637605,0.0681701364786615,223.763156382562,0.108922853322948,669.073029811463,0.325689647333619,0,0,171.85518594664,0.0836552250793709,304.005014216224,0.147982778345787,4691,2708,2038,2354,6561,2151,5230,3472,43,261,3168,3436,228,674,2534,1621,358,503,760,2687,2042,486,159,28568,1841,28579,3834,1617,24745,3083,117,26,11,60,0,35,182,320,383,1896,39164,54,271,,,,,,,,,,,,,,,,,,,,,,,,,b3e70cdf-4ec0-46ab-99e4-6ed7bd3227b8
31,30,South Lawndale,91071,79288,71399,20069,3.30170910359261,69708,4081,13168,18909,14051,10150,5868,2434,1047,33.8433563952457,3757,57024,8068,562,297,60929,56314,27612,24871,2728,28702,24327,1629,22698,13735,3277,3727,1654,305,735310,4238,8961,4425,2561,45909,17268,15292,5976,1947,3930,1496,5247,6463,3242,1757,1791,1685,42009.8684210526,18000.7993630573,20185,8629,11556,1787,21972,4888,580,7380,6257,1908,139,565,255,5.26478962353686,225,1190,2507,5373,12677,1933.33044095606,3387,11004,5196,1812,573,1772,5231,1257,369,199711.855104281,11313,571,6126,3856,745,15,945.637408568443,17182,4043,3003,15999,15524,4186,3568,3390,6958,1610,2126,2367,3475,1276,46154,2658,544,3351,1467,1596,15849,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,2152,1986,1929,1823,1350,10673,Health Care,Manufacturing,Transportation,Accommodation and Food Service,Retail Trade,2462,1880,1593,1077,1054,Outside of Chicago,The Loop,Near West Side,South Lawndale,Near North Side,7021,1772,822,789,750,Outside of Chicago,South Lawndale,Brighton Park,Chicago Lawn,Austin,4912,789,223,176,173,,,,11062.1337717,,,,,,,,,,2938.40763549645,235.969397368839,0.0803051947314217,435.81153644946,0.14831554723204,45.1871902255866,0.0153781217009233,114.950890932826,0.0391201307620497,318.727743957513,0.108469546603143,462.722436234225,0.157473874844477,1090.54779092493,0.371135637462594,0,0,47.7619988544598,0.0162543815492061,186.728650548612,0.0635475651141451,5348,5356,2849,6632,13501,2088,6684,3095,32,102,2961,8062,610,2098,5354,3179,1216,1287,676,5147,3986,1059,102,43722,25986,65627,49391,25036,16236,48748,79,106,100,39,0,175,144,0,3210,75613,11759,116,373,,,,,,,,,,,,,,,,,,,,,,,,,6518880e-a484-4df1-94cf-1aae8e39a629
32,31,Lower West Side,44031,35769,33751,13730,2.4373634377276,34237,1310,5010,11591,7257,5250,2407,941,471,34.0917946367179,7308,23826,866,1335,902,34135,29131,20796,19251,1545,8335,18931,2258,16673,8297,1639,4633,1548,556,481720,3336,6874,2869,926,24994,5713,4884,3948,907,5862,3680,2581,2707,2221,1853,2603,2040,69810.4508196721,36151.2486491223,14005,4368,9637,1349,15354,1789,255,3231,4940,3542,507,1002,88,4.88318181818182,440,1924,1489,2320,9181,1931.80917111426,3384,6780,3955,990,245,508,1538,1489,818,315156.794425087,9349,380,2417,3738,2501,313,1206.22803163445,13302,1506,703,12988,12468,1017,1885,1993,3878,1202,724,1675,2040,926,28411,1532,139,2179,658,902,11496,Health Care,Education,Retail Trade,Professional,Administration,1431,1124,1113,1093,1050,15233,Wholesale Trade,Transportation,Accommodation and Food Service,Manufacturing,Administration,2947,2475,1739,1712,1501,Outside of Chicago,The Loop,Near West Side,Near North Side,Lower West Side,3854,2249,1078,900,623,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Bridgeport,7053,623,462,387,298,,,,9747.5184428,,,,,,,,,,1872.10741083448,66.4748139506565,0.0355080128233807,230.62652482369,0.123190861533362,51.037337248763,0.027261970629139,71.5642938134323,0.0382265960805813,88.7983995696182,0.0474323209532284,546.51224141441,0.291923550033279,712.662254800373,0.380673806789061,0,0,35.5400327995448,0.0189839710018044,68.8915124139872,0.0367989101561643,4494,4992,2020,2499,7226,1125,6779,1626,0,96,1530,3231,317,683,2231,2198,635,1091,472,6445,4572,1533,340,22727,11510,32927,21753,8629,11174,20242,344,233,65,77,234,53,459,46,3587,39144,774,121,405,,,,,,,,,,,,,,,,,,,,,,,,,f81b70d1-2746-4b61-b077-f84049b577bc
33,32,The Loop,16388,29283,42298,24134,1.60789757189028,41671,1099,3696,20147,7529,5061,2623,1290,226,32.1722214570996,22443,4801,3377,9238,1812,38240,39307,29212,27374,1824,10095,27116,7266,19850,5774,369,5582,7395,730,511605,11561,9323,1997,7,32019,936,1359,2405,1042,12277,14000,2457,2116,1637,2646,5242,8790,120174.618023075,99375.6185116748,22888,7487,15401,3529,26417,374,416,186,65,244,44,25045,43,3.53283451983147,6458,9010,4563,1877,4509,2001.45398151665,14469,8676,3095,112,65,222,1594,2934,2317,431037.414965986,15287,116,567,712,7284,6608,2392.04545454545,22474,136,414,22598,20153,290,2141,658,2799,586,387,1073,767,247,38436,850,21,1733,566,479,18898,Professional,Finance,Health Care,Education,Administration,4111,2517,2349,1621,1217,422859,Professional,Finance,Education,Public Administration,Administration,102978,79273,57451,47028,29861,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,7220,5201,1897,1652,653,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,198925,15833,15800,11519,10408,,,,6156.883278,,,,,,,,,,1059.12070879406,7.62177700363937,0.00719632515949733,101.57976601127,0.0959095268063738,9.04393432890434,0.00853909686951729,203.320776632896,0.191971297459003,37.2918704393675,0.0352102174282181,0.819439508039106,0.000773697937577045,426.537490927736,0.402727930240737,0,0,257.191398340687,0.242834831011406,15.7142556015253,0.01483707708767,11617,8550,1987,734,7399,319,15489,1533,0,60,1473,2386,54,101,2231,1637,81,282,1274,16660,8376,5248,3036,29565,12106,40572,13001,2627,27571,3149,1360,3399,192,326,253,1156,2964,202,10169,975,3221,1625,398,,,,,,,,,,,,,,,,,,,,,,,,,981fa832-a1e8-4e44-8428-7d7ee71a497e
34,33,Near South Side,9509,21390,28795,15774,1.80404463040446,28216,1142,2737,8900,6994,4939,1709,1580,215,36.8150778475826,14302,1500,6716,4284,1414,28047,24744,19005,18652,353,5739,18399,4175,14224,7707,684,4177,1237,419,393290,3615,9805,2376,378,23614,1022,738,2028,572,7886,11368,2091,1080,1432,1927,2577,7067,124558.359621451,94086.595513184,16174,8411,7763,923,17097,627,1535,23,194,332,125,14220,41,3.99427122464313,2232,9794,1564,968,2539,2002.13974614236,7131,6916,2453,334,263,69,1128,3092,3615,477814.35154707,7607,753,614,589,3057,2594,2237.17948717949,15917,913,257,15341,14474,833,904,1173,2077,607,286,585,1235,779,24435,915,65,1098,311,603,13165,Professional,Health Care,Education,Finance,Administration,2277,2096,1541,1419,926,10431,Arts and Entertainment,Health Care,Administration,Accommodation and Food Service,Other Service,3123,1600,1334,956,732,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,4233,3564,1306,1221,770,Outside of Chicago,Near South Side,Lake View,West Town,Logan Square,3731,314,223,190,170,,,,9430.8909238,,,,,,,,,,1138.22660407809,58.6881954986014,0.0515610822030787,98.4535834890947,0.0864973487145274,9.02561827652613,0.00792954429653001,315.157121200353,0.276884339261791,46.9540400282948,0.0412519263388026,15.7340233327037,0.013823278489829,383.816026443924,0.337205285018617,0,0,123.69905060006,0.10867699819778,86.6989452085301,0.0761701974790444,8325,5267,1913,669,6308,624,9866,1225,0,388,837,1611,228,391,992,1323,62,58,1203,11554,5484,3873,2197,21465,6751,27074,7470,955,19604,985,1244,1204,30,454,222,829,1973,529,2393,377,6052,516,171,,,,,,,,,,,,,,,,,,,,,,,,,6fbe6929-0f04-4e54-8895-bc226f2dabac
